Category,FY,Funding IC,Project Number,Sub Project #,Project Title,PI Name,Org Name,State / Country,Amount
Colo-Rectal Cancer,2009,NCI,N01PC35136-24-0-3,,#09-6: Quality and Efficiency of Hepatocellular Carcinoma Reporting to Cancer Reg,"GLASER, SALLY",NORTHERN CALIFORNIA CANCER CENTER,CA,"$145,823"
Colo-Rectal Cancer,2009,NCI,Y1PC3003-9-0-1,,Research Tested Intervention Programs/National Registry of Evidence-based Program,NO PI IDENTIFIED,,,"$240,000"
Colo-Rectal Cancer,2009,NCI,Y1PC9067-1-0-1,,Colorectal Cancer Care: A Quality Measurement System - A Partnership Between VA a,NO PI IDENTIFIED,,,"$350,000"
Colo-Rectal Cancer,2009,NCI,Y1PC9077-1-0-1,,Enhancing Evaluation of the CDC Colorectal Cancer Screening Program,NO PI IDENTIFIED,,,"$350,000"
Colo-Rectal Cancer,2009,NCI,Y1PC9083-1-0-1,,Feasibility Study of Linkage of Cancer Registry to Multiple Healthcare Payers,NO PI IDENTIFIED,,,"$250,000"
Colo-Rectal Cancer,2009,NCI,1ZIABC005399-26,,Mechanistic Targeting of Lung Cancer,"ANDERSON, LUCY",NIH,,"$689,893"
Colo-Rectal Cancer,2009,NCI,1ZIABC005708-18,,Xenobiotic Receptors,"GONZALEZ, FRANK",NIH,,"$1,152,410"
Colo-Rectal Cancer,2009,NCI,1ZIABC005795-15,,p53 Tumor Suppressor Pathway,"HARRIS, CURTIS",NIH,,"$786,156"
Colo-Rectal Cancer,2009,NCI,1ZIABC009003-27,,The Role of Cripto in the Pathogenesis of Breast and Colon Cancer,"SALOMON, DAVID",NIH,,"$1,145,609"
Colo-Rectal Cancer,2009,NCI,1ZIABC009287-25,,Cytokines and T Cell Development,"DURUM, SCOTT",NIH,,"$419,748"
Colo-Rectal Cancer,2009,NCI,1ZIABC010329-08,,Regulation of Ras-Dependent Signal Transduction Pathways,"MORRISON, DEBORAH",NIH,,"$569,682"
Colo-Rectal Cancer,2009,NCI,1ZIABC010677-05,,NADPH Oxidase 1: A Novel Target for Colon Cancer Therapy,"DOROSHOW, JAMES",NIH,,"$542,167"
Colo-Rectal Cancer,2009,NCI,1ZIABC010833-03,,Identification and functional characterization of colorectal cancer genes,"RIED, THOMAS",NIH,,"$758,247"
Colo-Rectal Cancer,2009,NCI,1ZIABC010835-03,,Consequences of Genomic Instability and Aneuploidy on the Colorectal Cancer,"RIED, THOMAS",NIH,,"$606,597"
Colo-Rectal Cancer,2009,NCI,1ZIABC010836-03,,Cancer Genomics,"RIED, THOMAS",NIH,,"$606,597"
Colo-Rectal Cancer,2009,NCI,1ZIABC010837-03,,Prediction of Therapy Response in Colorectal Cancer,"RIED, THOMAS",NIH,,"$606,597"
Colo-Rectal Cancer,2009,NCI,1ZIABC010875-02,,Inhibitor of Normal Growth (ING),"HARRIS, CURTIS",NIH,,"$733,746"
Colo-Rectal Cancer,2009,NCI,1ZIABC010878-02,,Human Colon Cancer,"HARRIS, CURTIS",NIH,,"$733,746"
Colo-Rectal Cancer,2009,NCI,1ZIABC010889-02,,Role of Selenium-containing Proteins in Cancer and Development,"HATFIELD, DOLPH",NIH,,"$304,554"
Colo-Rectal Cancer,2009,NCI,1ZIABC010976-02,,Role of MFG-E8 in Tumor Biology and Immunophysiology,"UDEY, MARK",NIH,,"$637,771"
Colo-Rectal Cancer,2009,NCI,1ZIABC011012-02,,Study of Hepatic Arterial Infusion of Melphalan for Malignancy in the liver,"HUGHES, MICHELLE",NIH,,"$480,878"
Colo-Rectal Cancer,2009,NCI,1ZIABC011150-01,,Chronic Inflammation and Carcinogenesis,"DURUM, SCOTT",NIH,,"$419,748"
Colo-Rectal Cancer,2009,NCI,1ZIABC011153-01,,Role of mouse microbiome in acancer and inflammation,"TRINCHIERI, GIORGIO",NIH,,"$248,874"
Colo-Rectal Cancer,2009,NCI,1ZIABC011159-01,,Identification of Biomarkers for Response to Chemoprevention of Colon Cancer,"COLBURN, NANCY",NIH,,"$325,704"
Colo-Rectal Cancer,2009,NCI,1ZIABC011199-01,,Embryonic Transcription Factor Function in Human Colorectal Cancer Stem Cells,"JESSUP, JOHN",NIH,,"$49,980"
Colo-Rectal Cancer,2009,NCI,1ZIABC011206-01,,Genome wide profiling of histone variants in colorectal cancer cells,"DALAL, YAMINI PRAFUL",NIH,,"$529,614"
Colo-Rectal Cancer,2009,NCI,1ZIABC011209-01,,Kinetochore Interaction with Centromere Chromatin in human cells,"DALAL, YAMINI PRAFUL",NIH,,"$211,846"
Colo-Rectal Cancer,2009,NCI,1ZIACP010125-14,,Cancer Risk and Environmental Exposures,"WARD, MARY",NIH,,"$2,444,433"
Colo-Rectal Cancer,2009,NCI,1ZIACP010135-14,,Studies of Non-Ionizing Radiation-Related Cancer,"INSKIP, PETER",NIH,,"$253,935"
Colo-Rectal Cancer,2009,NCI,1ZIACP010136-14,,Cancer Risk in Human Populations,"SILVERMAN, DEBRA",NIH,,"$1,123,133"
Colo-Rectal Cancer,2009,NCI,1ZIACP010142-11,,Genetic and Pharmacogenetic Modifiers of Cancer Risk and Intervention Outcomes,"GREENE, MARK",NIH,,$68
Colo-Rectal Cancer,2009,NCI,1ZIACP010169-08,,"Nutrition, Metabolism, and Cancer","ZIEGLER, REGINA",NIH,,"$366,544"
Colo-Rectal Cancer,2009,NCI,1ZIACP010175-08,,Molecular Targets - Colon Cancer,"BUETOW, KENNETH",NIH,,"$58,729"
Colo-Rectal Cancer,2009,NCI,1ZIACP010195-03,,"Alpha-Tocopherol, Beta-Carotene Cancer Prevention (ATBC) Study","ALBANES, DEMETRIUS",NIH,,"$1,155,055"
Colo-Rectal Cancer,2009,NCI,1ZIACP010198-03,,Lower Gastrointestinal Cancer Studies,"SCHATZKIN, ARTHUR",NIH,,"$53,715"
Colo-Rectal Cancer,2009,NIDDK,1ZIADK036119-14,,Structural and mechanistic studies Of DNA mismatch repair,"YANG, WEI",NIH,,"$382,717"
Colo-Rectal Cancer,2009,NIDDK,1ZIADK052029-03,,Cellular Responses to DNA Damage,"HSIEH, PEGGY",NIH,,"$655,970"
Colo-Rectal Cancer,2009,NIDDK,1ZIADK056012-03,,Functions of SMAD4 in development and cancers,"DENG, CHUXIA",NIH,,"$436,301"
Colo-Rectal Cancer,2009,NIDDK,1ZIADK071011-02,,A Trial of Segmental Stiffening Wires to Improve Colonoscopy,"WANK, STEPHEN",NIH,,"$253,070"
Colo-Rectal Cancer,2009,NIEHS,1ZIAES010016-11,,Anti-carcinogenic Activity Of Cox inhibitors and NAG-1,"ELING, THOMAS",NIH,,"$2,172,019"
Colo-Rectal Cancer,2009,NIEHS,1ZIAES050144-15,,"Role Of Lipids In Colon, Breast, And Other Cancers","ELING, THOMAS",NIH,,"$467,820"
Colo-Rectal Cancer,2009,NHGRI,1ZIAHG000059-15,,Outcomes of Education and Counseling for HNPCC Testing,"KOEHLY, LAURA",NIH,,"$194,239"
Colo-Rectal Cancer,2009,NIDDK,1ZIAHL006004-02,,Novel Full-length Cdnas Differentially Expressed During Hematopoietic Commitment,"RODGERS, GRIFFIN",NIH,,"$342,927"
Colo-Rectal Cancer,2009,NCRR,5M01RR000043-49,8626,"A PHASE I TRIAL OF RADIOIMMUNOTHERAPY (Y-90 CT8466), GEMCITABINE AND HEPATIC","WONG, JEFFREY",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$6,957"
Colo-Rectal Cancer,2009,NCRR,5M01RR000043-49,8639,A PHASE I STUDY OF A COMBINATION OF YTTRIUM-90 LABELED HUMANIZED ANTI-CEA M5A,"WONG, JEFFREY",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,"$20,871"
